Segment ID,Project Name,Project Number,Organization Name,Vendor ID,Contract Number,Contract Description,GC Phase Code,GC Phase Code Description,Breakout Code,Breakout Code Description,Invoice Code,Invoice Code Description,Handling Code,Handling Code Description,Account Code,Subcontract Item Number,Category Code,Subjob,Sub Phase Code,Sub Phase Code Description,Scheduled Value Amount,Net Change by Change Order,Contract Sum To Date,Total Billed To Date,Total Percent Complete To Date,Total Retention To Date,Total Balance Due
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,"015:CO-015.20-CO-015.20 0603-1000 Const Field Support, Survey Crew (T .1)",,,,,,,0603-1000,015*IPCRP1*S*1301619785,S,IPCRP1,015*IPCRP1*S*1301619785,"015:CO-015.20-CO-015.20 0603-1000 Const Field Support, Survey Crew (T .1)",0.00,"2,405.92","2,405.92","2,405.92",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,"015:CO-015.21-CO-015.21 0605-1000 Const Field Support, Med Size Crew (T .3)",,,,,,,0605-1000,015*IPCRP1*S*1301619786,S,IPCRP1,015*IPCRP1*S*1301619786,"015:CO-015.21-CO-015.21 0605-1000 Const Field Support, Med Size Crew (T .3)",0.00,"1,877.79","1,877.79","1,877.79",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,015:CO-015.22-CO-015.22 0663-1000 Extra Utility Work Costs Allowance (CE),,,,,,,0663-1000,015*IPCRP1*S*1301619787,S,IPCRP1,015*IPCRP1*S*1301619787,015:CO-015.22-CO-015.22 0663-1000 Extra Utility Work Costs Allowance (CE),0.00,"12,733.78","12,733.78","12,733.78",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,015:CO-015.23-CO-015.23 2000-1140 Subcontractor Support (General),,,,,,,2000-1140,015*IPCRP1*S*1301619788,S,IPCRP1,015*IPCRP1*S*1301619788,015:CO-015.23-CO-015.23 2000-1140 Subcontractor Support (General),0.00,"5,750.74","5,750.74","5,750.74",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,015:CO-015.24-CO-015.24 9000-1070 Teamster Steward,,,,,,,9000-1070,015*IPCRP1*S*1301619789,S,IPCRP1,015*IPCRP1*S*1301619789,015:CO-015.24-CO-015.24 9000-1070 Teamster Steward,0.00,"-56,333.76","-56,333.76","-56,333.76",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,015:CO-015.25-CO-015.25 9000-1120 Holiday,,,,,,,9000-1120,015*IPCRP1*S*1301619790,S,IPCRP1,015*IPCRP1*S*1301619790,015:CO-015.25-CO-015.25 9000-1120 Holiday,0.00,"1,877.79","1,877.79","1,877.79",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.01-CO-016.01 0010-1000 Level Concrete Surface for Wick Drains,,,,,,,0010-1000,016*IPCRP1*S*1301620290,S,IPCRP1,016*IPCRP1*S*1301620290,016:CO-016.01-CO-016.01 0010-1000 Level Concrete Surface for Wick Drains,0.00,562.12,562.12,562.12,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.02-CO-016.02 0053-1000 Install 8 ft x 4ft 6in Combined Sewer,,,,,,,0053-1000,016*IPCRP1*S*1301620291,S,IPCRP1,016*IPCRP1*S*1301620291,016:CO-016.02-CO-016.02 0053-1000 Install 8 ft x 4ft 6in Combined Sewer,0.00,"2,318.75","2,318.75","2,318.75",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.03-CO-016.03 0058-1050 Temp Bypass for Sewer Work,,,,,,,0058-1050,016*IPCRP1*S*1301620292,S,IPCRP1,016*IPCRP1*S*1301620292,016:CO-016.03-CO-016.03 0058-1050 Temp Bypass for Sewer Work,0.00,"2,880.87","2,880.87","2,880.87",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.04-CO-016.04 0063-1000 Install 42 in RCP Comb Sewer on Conc Cradle,,,,,,,0063-1000,016*IPCRP1*S*1301620293,S,IPCRP1,016*IPCRP1*S*1301620293,016:CO-016.04-CO-016.04 0063-1000 Install 42 in RCP Comb Sewer on Conc Cradle,0.00,"1,686.36","1,686.36","1,686.36",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.05-CO-016.05 0064-1000 Install 48 in RCP Comb Sewer on Conc Cradle,,,,,,,0064-1000,016*IPCRP1*S*1301620294,S,IPCRP1,016*IPCRP1*S*1301620294,016:CO-016.05-CO-016.05 0064-1000 Install 48 in RCP Comb Sewer on Conc Cradle,0.00,"1,124.24","1,124.24","1,124.24",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.06-CO-016.06 0079-1000 Excavate & Sheet Pit for Reg Chamber M-29,,,,,,,0079-1000,016*IPCRP1*S*1301620295,S,IPCRP1,016*IPCRP1*S*1301620295,016:CO-016.06-CO-016.06 0079-1000 Excavate & Sheet Pit for Reg Chamber M-29,0.00,"1,124.24","1,124.24","1,124.24",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,"016:CO-016.07-CO-016.07 0219-1020 Haul & Maintain MPT - all shifts (D, N, WE)",,,,,,,0219-1020,016*IPCRP1*S*1301620296,S,IPCRP1,016*IPCRP1*S*1301620296,"016:CO-016.07-CO-016.07 0219-1020 Haul & Maintain MPT - all shifts (D, N, WE)",0.00,"1,124.24","1,124.24","1,124.24",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.08-CO-016.08 0336-1000 STORM WATER POLLUTION PREVENTION,,,,,,,0336-1000,016*IPCRP1*S*1301620297,S,IPCRP1,016*IPCRP1*S*1301620297,016:CO-016.08-CO-016.08 0336-1000 STORM WATER POLLUTION PREVENTION,0.00,"12,296.38","12,296.38","12,296.38",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.09-CO-016.09 0358-1000 EARTH EXCAV FOR STRUCTURES,,,,,,,0358-1000,016*IPCRP1*S*1301620298,S,IPCRP1,016*IPCRP1*S*1301620298,016:CO-016.09-CO-016.09 0358-1000 EARTH EXCAV FOR STRUCTURES,0.00,"1,405.30","1,405.30","1,405.30",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.10-CO-016.10 0432-1000 Type A Esplanade Demo (Civil),,,,,,,0432-1000,016*IPCRP1*S*1301620299,S,IPCRP1,016*IPCRP1*S*1301620299,016:CO-016.10-CO-016.10 0432-1000 Type A Esplanade Demo (Civil),0.00,"5,199.61","5,199.61","5,199.61",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.11-CO-016.11 0446-1000 DEMO OF STRUCTURES,,,,,,,0446-1000,016*IPCRP1*S*1301620300,S,IPCRP1,016*IPCRP1*S*1301620300,016:CO-016.11-CO-016.11 0446-1000 DEMO OF STRUCTURES,0.00,562.10,562.10,562.10,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.12-CO-016.12 0663-1000 Extra Utility Work Costs Allowance (CE),,,,,,,0663-1000,016*IPCRP1*S*1301620301,S,IPCRP1,016*IPCRP1*S*1301620301,016:CO-016.12-CO-016.12 0663-1000 Extra Utility Work Costs Allowance (CE),0.00,"13,490.88","13,490.88","13,490.88",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.13-CO-016.13 2000-1140 Subcontractor Support (General),,,,,,,2000-1140,016*IPCRP1*S*1301620302,S,IPCRP1,016*IPCRP1*S*1301620302,016:CO-016.13-CO-016.13 2000-1140 Subcontractor Support (General),0.00,"7,448.09","7,448.09","7,448.09",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.14-CO-016.14 9000-1070 Teamster Steward,,,,,,,9000-1070,016*IPCRP1*S*1301620303,S,IPCRP1,016*IPCRP1*S*1301620303,016:CO-016.14-CO-016.14 9000-1070 Teamster Steward,0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,016:CO-016.15-CO-016.15 9000-1120 Holiday,,,,,,,9000-1120,016*IPCRP1*S*1301620304,S,IPCRP1,016*IPCRP1*S*1301620304,016:CO-016.15-CO-016.15 9000-1120 Holiday,0.00,"5,059.08","5,059.08","5,059.08",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,017:C0-015A-C0-015A Teamster hours allocation - January 2023 - Amendment,,,,,,,9000-1070,017*IPCRP1*S*1301620864,S,IPCRP1,017*IPCRP1*S*1301620864,017:C0-015A-C0-015A Teamster hours allocation - January 2023 - Amendment,0.00,"56,332.80","56,332.80","56,332.80",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.01-CO-018.01 0000-0027 Carbon Fiber work in Reach A/B - Exc & Sheet,,,,,,,0000-0027,018*IPCRP1*S*1301688552,S,IPCRP1,018*IPCRP1*S*1301688552,018:CO-018.01-CO-018.01 0000-0027 Carbon Fiber work in Reach A/B - Exc & Sheet,0.00,238.37,238.37,238.37,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.02-CO-018.03 0058-1030 Demo of various size comb sewer & RCP pipe,,,,,,,0058-1030,018*IPCRP1*S*1301690061,S,IPCRP1,018*IPCRP1*S*1301690061,018:CO-018.02-CO-018.03 0058-1030 Demo of various size comb sewer & RCP pipe,0.00,417.14,417.14,417.14,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.03-CO-018.04 0179-1000 CLEARING & GRUBBING,,,,,,,0179-1000,018*IPCRP1*S*1301690062,S,IPCRP1,018*IPCRP1*S*1301690062,018:CO-018.03-CO-018.04 0179-1000 CLEARING & GRUBBING,0.00,476.74,476.74,476.74,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.04-CO-018.08 0336-1000 STORM WATER POLLUTION PREVENTION,,,,,,,0336-1000,018*IPCRP1*S*1301690064,S,IPCRP1,018*IPCRP1*S*1301690064,018:CO-018.04-CO-018.08 0336-1000 STORM WATER POLLUTION PREVENTION,0.00,"2,741.23","2,741.23","2,741.23",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.05-CO-018.09 0364-1000 Excavate Fill On & Behind Esplanade,,,,,,,0364-1000,018*IPCRP1*S*1301690065,S,IPCRP1,018*IPCRP1*S*1301690065,018:CO-018.05-CO-018.09 0364-1000 Excavate Fill On & Behind Esplanade,0.00,"1,847.35","1,847.35","1,847.35",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.06-CO-018.10 0432-1000 Type A Esplanade Demo (Civil),,,,,,,0432-1000,018*IPCRP1*S*1301690066,S,IPCRP1,018*IPCRP1*S*1301690066,018:CO-018.06-CO-018.10 0432-1000 Type A Esplanade Demo (Civil),0.00,119.18,119.18,119.18,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.07-CO-018.12 0438-1000 Type D Esplanade Demo (Civil),,,,,,,0438-1000,018*IPCRP1*S*1301690067,S,IPCRP1,018*IPCRP1*S*1301690067,018:CO-018.07-CO-018.12 0438-1000 Type D Esplanade Demo (Civil),0.00,"1,847.35","1,847.35","1,847.35",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.08-CO-018.13 0445-1000 Demo of Exist Esplanade for Prop S Embayment (Civ,,,,,,,0445-1000,018*IPCRP1*S*1301690068,S,IPCRP1,018*IPCRP1*S*1301690068,018:CO-018.08-CO-018.13 0445-1000 Demo of Exist Esplanade for Prop S Embayment (Civ,0.00,"1,191.84","1,191.84","1,191.84",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.09-CO-018.14 0573-1000 TEST PITS FOR UTIL FACILITIES,,,,,,,0573-1000,018*IPCRP1*S*1301690069,S,IPCRP1,018*IPCRP1*S*1301690069,018:CO-018.09-CO-018.14 0573-1000 TEST PITS FOR UTIL FACILITIES,0.00,297.96,297.96,297.96,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.10-CO-018.15 0574-1000 SURVEY/DRAFT TEST PITS FOR UTIL FACILITIES,,,,,,,0574-1000,018*IPCRP1*S*1301690070,S,IPCRP1,018*IPCRP1*S*1301690070,018:CO-018.10-CO-018.15 0574-1000 SURVEY/DRAFT TEST PITS FOR UTIL FACILITIES,0.00,595.92,595.92,595.92,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.11-CO-018.16 0663-1000 Extra Utility Work Costs Allowance (CE),,,,,,,0663-1000,018*IPCRP1*S*1301690071,S,IPCRP1,018*IPCRP1*S*1301690071,018:CO-018.11-CO-018.16 0663-1000 Extra Utility Work Costs Allowance (CE),0.00,"13,408.20","13,408.20","13,408.20",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.12-CO-018.17 2000-1140 Subcontractor Support (General),,,,,,,2000-1140,018*IPCRP1*S*1301690155,S,IPCRP1,018*IPCRP1*S*1301690155,018:CO-018.12-CO-018.17 2000-1140 Subcontractor Support (General),0.00,"7,091.45","7,091.45","7,091.45",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,018:CO-018.13-Drivers - Haul & Maintain MPT - all Shifts,,,,,,,0219-1020,018*IPCRP1*S*1301693971,S,IPCRP1,018*IPCRP1*S*1301693971,018:CO-018.13-Drivers - Haul & Maintain MPT - all Shifts,0.00,"-30,272.73","-30,272.73","-30,272.73",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.01-CO-019.01 0010-1000 Level Concrete Surface for Wick Drains,,,,,,,0010-1000,019*IPCRP1*S*1301779978,S,IPCRP1,019*IPCRP1*S*1301779978,019:CO-019.01-CO-019.01 0010-1000 Level Concrete Surface for Wick Drains,0.00,409.52,409.52,409.52,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.02-CO-019.02 0050-1000 Install 5ft x 4ft Comb Sewer,,,,,,,0050-1000,019*IPCRP1*S*1301779979,S,IPCRP1,019*IPCRP1*S*1301779979,019:CO-019.02-CO-019.02 0050-1000 Install 5ft x 4ft Comb Sewer,0.00,307.14,307.14,307.14,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.03-CO-019.03 0054-1000 Install 8ft x 5ft Combined Sewer,,,,,,,0054-1000,019*IPCRP1*S*1301779980,S,IPCRP1,019*IPCRP1*S*1301779980,019:CO-019.03-CO-019.03 0054-1000 Install 8ft x 5ft Combined Sewer,0.00,819.03,819.03,819.03,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.04-CO-019.04 0055-1000 Install 9 ft x 4 ft 6 in Combined Sewer,,,,,,,0055-1000,019*IPCRP1*S*1301780097,S,IPCRP1,019*IPCRP1*S*1301780097,019:CO-019.04-CO-019.04 0055-1000 Install 9 ft x 4 ft 6 in Combined Sewer,0.00,"3,173.75","3,173.75","3,173.75",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.05-CO-019.05 0058-1030 Demo of various size comb sewer & RCP pipe,,,,,,,0058-1030,019*IPCRP1*S*1301780098,S,IPCRP1,019*IPCRP1*S*1301780098,019:CO-019.05-CO-019.05 0058-1030 Demo of various size comb sewer & RCP pipe,0.00,307.14,307.14,307.14,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.06-CO-019.06 0059-1000 Install 12 RCP Comb Sewer on Conc Cradle,,,,,,,0059-1000,019*IPCRP1*S*1301780099,S,IPCRP1,019*IPCRP1*S*1301780099,019:CO-019.06-CO-019.06 0059-1000 Install 12 RCP Comb Sewer on Conc Cradle,0.00,409.52,409.52,409.52,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.07-CO-019.07 0076-1010 Construct Reg Chamber M-25,,,,,,,0076-1010,019*IPCRP1*S*1301780100,S,IPCRP1,019*IPCRP1*S*1301780100,019:CO-019.07-CO-019.07 0076-1010 Construct Reg Chamber M-25,0.00,307.14,307.14,307.14,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.08-CO-019.08 0180-1000 Unclassified Ex - Self Perform/ All Other Subs,,,,,,,0180-1000,019*IPCRP1*S*1301780108,S,IPCRP1,019*IPCRP1*S*1301780108,019:CO-019.08-CO-019.08 0180-1000 Unclassified Ex - Self Perform/ All Other Subs,0.00,819.03,819.03,819.03,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.09-CO-019.09 0309-1000 Maintenance of Site,,,,,,,0309-1000,019*IPCRP1*S*1301780109,S,IPCRP1,019*IPCRP1*S*1301780109,019:CO-019.09-CO-019.09 0309-1000 Maintenance of Site,0.00,"13,974.73","13,974.73","13,974.73",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.10-CO-019.10 0336-1000 STORM WATER POLLUTION PREVENTION,,,,,,,0336-1000,019*IPCRP1*S*1301780110,S,IPCRP1,019*IPCRP1*S*1301780110,019:CO-019.10-CO-019.10 0336-1000 STORM WATER POLLUTION PREVENTION,0.00,"1,330.93","1,330.93","1,330.93",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.11-CO-019.11 0364-1000 Excavate Fill On & Behind Esplanade,,,,,,,0364-1000,019*IPCRP1*S*1301780111,S,IPCRP1,019*IPCRP1*S*1301780111,019:CO-019.11-CO-019.11 0364-1000 Excavate Fill On & Behind Esplanade,0.00,"2,047.58","2,047.58","2,047.58",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.12-CO-019.12 0415-1030 Predrill and Probe For Obstructions,,,,,,,0415-1030,019*IPCRP1*S*1301780139,S,IPCRP1,019*IPCRP1*S*1301780139,019:CO-019.12-CO-019.12 0415-1030 Predrill and Probe For Obstructions,0.00,"1,638.06","1,638.06","1,638.06",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.13-CO-019.13 0432-1000 Type A Esplanade Demo (Civil),,,,,,,0432-1000,019*IPCRP1*S*1301780140,S,IPCRP1,019*IPCRP1*S*1301780140,019:CO-019.13-CO-019.13 0432-1000 Type A Esplanade Demo (Civil),0.00,"2,047.58","2,047.58","2,047.58",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.14-CO-019.14 0434-1000 Demo Exist Esplanade Type C1 & C2 (Railing),,,,,,,0434-1000,019*IPCRP1*S*1301780141,S,IPCRP1,019*IPCRP1*S*1301780141,019:CO-019.14-CO-019.14 0434-1000 Demo Exist Esplanade Type C1 & C2 (Railing),0.00,307.14,307.14,307.14,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.15-CO-019.15 0445-1000 Demo of Exist Esplanade for Prop S Embayment (Civ,,,,,,,0445-1000,019*IPCRP1*S*1301780142,S,IPCRP1,019*IPCRP1*S*1301780142,019:CO-019.15-CO-019.15 0445-1000 Demo of Exist Esplanade for Prop S Embayment (Civ,0.00,102.38,102.38,102.38,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,"019:CO-019.16-CO-019.16 0597-1000 Trench Ex, Install Util Facil w/ Depth <5ft",,,,,,,0597-1000,019*IPCRP1*S*1301780147,S,IPCRP1,019*IPCRP1*S*1301780147,"019:CO-019.16-CO-019.16 0597-1000 Trench Ex, Install Util Facil w/ Depth <5ft",0.00,460.71,460.71,460.71,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.17-CO-019.17 0600-1000 Excavate for Util Structure,,,,,,,0600-1000,019*IPCRP1*S*1301780169,S,IPCRP1,019*IPCRP1*S*1301780169,019:CO-019.17-CO-019.17 0600-1000 Excavate for Util Structure,0.00,409.52,409.52,409.49,99.99,0.00,0.03
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.18-CO-019.18 0663-1000 Extra Utility Work Costs Allowance (CE),,,,,,,0663-1000,019*IPCRP1*S*1301780170,S,IPCRP1,019*IPCRP1*S*1301780170,019:CO-019.18-CO-019.18 0663-1000 Extra Utility Work Costs Allowance (CE),0.00,"14,844.96","14,844.96","14,844.85",100.00,0.00,0.11
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,019:CO-019.19-CO-019.19 2000-1140 Subcontractor Support (General),,,,,,,2000-1140,019*IPCRP1*S*1301780171,S,IPCRP1,019*IPCRP1*S*1301780171,019:CO-019.19-CO-019.19 2000-1140 Subcontractor Support (General),"-2,917.80","5,835.60","2,917.80","2,917.80",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,"019:CO-019.20-CO-019.20 0219-1020 Haul & Maintain MPT - all shifts (D, N, WE)",,,,,,,0219-1020,019*IPCRP1*S*1301780172,S,IPCRP1,019*IPCRP1*S*1301780172,"019:CO-019.20-CO-019.20 0219-1020 Haul & Maintain MPT - all shifts (D, N, WE)",0.03,"-46,633.66","-46,633.63","-46,633.63",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"KMA Industries, Inc",KMAI01,IPCRP1-36,Teamster,,020:CO-020.01-CO-020.01 0219-1020 Haul & Maintain MPT - all shifts,,,,,,,0219-1020,020*IPCRP1*S*1301857563,S,IPCRP1,020*IPCRP1*S*1301857563,020:CO-020.01-CO-020.01 0219-1020 Haul & Maintain MPT - all shifts,0.00,"250,000.00","250,000.00","250,000.00",100.00,0.00,0.00
