Segment ID,Project Name,Project Number,Organization Name,Vendor ID,Contract Number,Contract Description,GC Phase Code,GC Phase Code Description,Breakout Code,Breakout Code Description,Invoice Code,Invoice Code Description,Handling Code,Handling Code Description,Account Code,Subcontract Item Number,Category Code,Subjob,Sub Phase Code,Sub Phase Code Description,Scheduled Value Amount,Net Change by Change Order,Contract Sum To Date,Total Billed To Date,Total Percent Complete To Date,Total Retention To Date,Total Balance Due
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"000:59.1-Video Inspection of Various Size new RCP Pipe (12"" - 60"")",,,,,,,0059-1000,000*IPCRP1*S*975877952,S,IPCRP1,000*IPCRP1*S*975877952,"000:59.1-Video Inspection of Various Size new RCP Pipe (12"" - 60"")","18,088.00",0.00,"18,088.00",0.00,0.00,0.00,"18,088.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"000:59.3-Escalation (2.00% annually, > 6/30/22)",,,,,,,0059-1000,000*IPCRP1*S*975877953,S,IPCRP1,000*IPCRP1*S*975877953,"000:59.3-Escalation (2.00% annually, > 6/30/22)",772.00,0.00,772.00,0.00,0.00,0.00,772.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"000:59.2-Video Inspection of Various Size existing RCP Pipe (12"" - 60"")",,,,,,,0059-1000,000*IPCRP1*S*975877954,S,IPCRP1,000*IPCRP1*S*975877954,"000:59.2-Video Inspection of Various Size existing RCP Pipe (12"" - 60"")","1,140.00",0.00,"1,140.00",0.00,0.00,0.00,"1,140.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,001:CO-01-1-(2) Operators w/Vac/Jet & CCTV Trucks,,,,,,,0059-1000,001*IPCRP1*S*1301667605,S,IPCRP1,001*IPCRP1*S*1301667605,001:CO-01-1-(2) Operators w/Vac/Jet & CCTV Trucks,0.00,"5,360.00","5,360.00","5,360.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,001:CO-01-2-2 hrs each for (2) Operators (2/3/23),,,,,,,0059-1000,001*IPCRP1*S*1301667606,S,IPCRP1,001*IPCRP1*S*1301667606,001:CO-01-2-2 hrs each for (2) Operators (2/3/23),0.00,"1,160.00","1,160.00","1,160.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,001:CO-01-3-(2) Operators w/Vac/Jet & CCTV Trucks,,,,,,,0059-1000,001*IPCRP1*S*1301667607,S,IPCRP1,001*IPCRP1*S*1301667607,001:CO-01-3-(2) Operators w/Vac/Jet & CCTV Trucks,0.00,"5,360.00","5,360.00","5,360.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,001:CO-01-4-4 hrs each for (2) Operators (2/6/23),,,,,,,0059-1000,001*IPCRP1*S*1301667608,S,IPCRP1,001*IPCRP1*S*1301667608,001:CO-01-4-4 hrs each for (2) Operators (2/6/23),0.00,"2,320.00","2,320.00","2,320.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,001:CO-01-5-3.66 Tons vacuumed and disposed of off-site,,,,,,,0059-1000,001*IPCRP1*S*1301667609,S,IPCRP1,001*IPCRP1*S*1301667609,001:CO-01-5-3.66 Tons vacuumed and disposed of off-site,0.00,732.00,732.00,732.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,002:CO-002-Clean & TV Shift Rate (2) Operators w/Vac/Jet & CCTV Trucks,,,,,,,0059-1000,002*IPCRP1*S*1301855975,S,IPCRP1,002*IPCRP1*S*1301855975,002:CO-002-Clean & TV Shift Rate (2) Operators w/Vac/Jet & CCTV Trucks,0.00,"5,360.00","5,360.00","5,360.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,003:CO-003-1-Clean & TV Shift Rate (2) Operators w/Vac/Jet & CCTV Trucks,,,,,,,0059-1000,003*IPCRP1*S*1302370641,S,IPCRP1,003*IPCRP1*S*1302370641,003:CO-003-1-Clean & TV Shift Rate (2) Operators w/Vac/Jet & CCTV Trucks,0.00,"10,720.00","10,720.00","10,720.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,004:CO-004-1-C&TV 2 OPS - 4/9/24,,,,,,,0059-1000,004*IPCRP1*S*1302729274,S,IPCRP1,004*IPCRP1*S*1302729274,004:CO-004-1-C&TV 2 OPS - 4/9/24,0.00,"5,360.00","5,360.00","5,360.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"005:CO-005-1-Video Inspection of Various Size new RCP Pipe (12"" - 60"")",,,,,,,0059-1000,005*IPCRP1*S*1302762213,S,IPCRP1,005*IPCRP1*S*1302762213,"005:CO-005-1-Video Inspection of Various Size new RCP Pipe (12"" - 60"")",0.00,"-18,088.00","-18,088.00",0.00,0.00,0.00,"-18,088.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"005:CO-005-2-Escalation (2.00% annually, > 6/30/22)",,,,,,,0059-1000,005*IPCRP1*S*1302762214,S,IPCRP1,005*IPCRP1*S*1302762214,"005:CO-005-2-Escalation (2.00% annually, > 6/30/22)",0.00,-772.00,-772.00,0.00,0.00,0.00,-772.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,"005:CO-005-3-Video Inspection of Various Size existing RCP Pipe (12"" - 60"")",,,,,,,0059-1000,005*IPCRP1*S*1302762215,S,IPCRP1,005*IPCRP1*S*1302762215,"005:CO-005-3-Video Inspection of Various Size existing RCP Pipe (12"" - 60"")",0.00,"-1,140.00","-1,140.00",0.00,0.00,0.00,"-1,140.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"11 Enviro Group, LLC",11EN01,IPCRP1-61,Video Inspection,,006:CO-006-1-Emergency Call-Out  (4/23/24),,,,,,,0059-1000,006*IPCRP1*S*1302941612,S,IPCRP1,006*IPCRP1*S*1302941612,006:CO-006-1-Emergency Call-Out  (4/23/24),0.00,"3,800.00","3,800.00","3,800.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:01-1-MAN CREW - ST (8 hr day),,,,,,,0210-1000,000*IPCRP1*S*975805883,S,IPCRP1,000*IPCRP1*S*975805883,000:01-1-MAN CREW - ST (8 hr day),"1,079,000.00",0.00,"1,079,000.00","652,495.50",60.47,"32,624.78","459,129.28"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:02-1-MAN CREW - Weekday OT & Saturday,,,,,,,0210-1000,000*IPCRP1*S*975805884,S,IPCRP1,000*IPCRP1*S*975805884,000:02-1-MAN CREW - Weekday OT & Saturday,"29,050.00",0.00,"29,050.00","29,050.00",100.00,"1,452.53","1,452.53"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"000:03-1 MAN Crew - Saturday OT, Sunday, Holiday",,,,,,,0210-1000,000*IPCRP1*S*975805885,S,IPCRP1,000*IPCRP1*S*975805885,"000:03-1 MAN Crew - Saturday OT, Sunday, Holiday","38,000.00",0.00,"38,000.00",0.00,0.00,0.00,"38,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:04-2-MAN CREW - ST (8 hr day),,,,,,,0210-1000,000*IPCRP1*S*975805886,S,IPCRP1,000*IPCRP1*S*975805886,000:04-2-MAN CREW - ST (8 hr day),"3,690,000.00",0.00,"3,690,000.00","3,689,991.80",100.00,"184,499.59","184,507.79"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:05-2-MAN CREW - Weekday OT & Saturday,,,,,,,0210-1000,000*IPCRP1*S*975805887,S,IPCRP1,000*IPCRP1*S*975805887,000:05-2-MAN CREW - Weekday OT & Saturday,"86,000.00",0.00,"86,000.00","86,000.00",100.00,"4,300.00","4,300.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"000:06-2-MAN CREW - Saturday OT, Sunday, Holiday",,,,,,,0210-1000,000*IPCRP1*S*975805888,S,IPCRP1,000*IPCRP1*S*975805888,"000:06-2-MAN CREW - Saturday OT, Sunday, Holiday","110,800.00",0.00,"110,800.00","67,034.00",60.50,"3,351.70","47,117.70"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:07-3-MAN CREW - ST (8 hr day),,,,,,,0210-1000,000*IPCRP1*S*975805889,S,IPCRP1,000*IPCRP1*S*975805889,000:07-3-MAN CREW - ST (8 hr day),"44,568.00",0.00,"44,568.00",0.00,0.00,0.00,"44,568.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"000:08-3-MAN CREW - Weekend OT, & Saturday",,,,,,,0210-1000,000*IPCRP1*S*975805890,S,IPCRP1,000*IPCRP1*S*975805890,"000:08-3-MAN CREW - Weekend OT, & Saturday","65,000.00",0.00,"65,000.00","32,500.00",50.00,"1,625.00","34,125.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"000:09-3-MAN CREW - Saturday OT, Sunday, Holiday",,,,,,,0210-1000,000*IPCRP1*S*975805891,S,IPCRP1,000*IPCRP1*S*975805891,"000:09-3-MAN CREW - Saturday OT, Sunday, Holiday","83,800.00",0.00,"83,800.00","55,308.00",66.00,"2,765.40","31,257.40"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:10-OFFICE: LICENSED PROFESSIONAL/PROJECT MANAGER,,,,,,,0210-1000,000*IPCRP1*S*975805892,S,IPCRP1,000*IPCRP1*S*975805892,000:10-OFFICE: LICENSED PROFESSIONAL/PROJECT MANAGER,"138,750.00",0.00,"138,750.00","9,435.00",6.80,471.75,"129,786.75"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:11-OFFICE: SURVEY ANALYST,,,,,,,0210-1000,000*IPCRP1*S*975805893,S,IPCRP1,000*IPCRP1*S*975805893,000:11-OFFICE: SURVEY ANALYST,"143,000.00",0.00,"143,000.00","22,665.50",15.85,"1,133.28","121,467.78"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:12-OFFICE: CAD OPERATOR,,,,,,,0210-1000,000*IPCRP1*S*975805894,S,IPCRP1,000*IPCRP1*S*975805894,000:12-OFFICE: CAD OPERATOR,"92,000.00",0.00,"92,000.00",0.00,0.00,0.00,"92,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"000:13-Advanced survey equipment (3D scanner, etc.)",,,,,,,0210-1000,000*IPCRP1*S*975805895,S,IPCRP1,000*IPCRP1*S*975805895,"000:13-Advanced survey equipment (3D scanner, etc.)",0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:14-UAS/Drone - Aerial photography,,,,,,,0235-1000,000*IPCRP1*S*975805896,S,IPCRP1,000*IPCRP1*S*975805896,000:14-UAS/Drone - Aerial photography,0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,000:15-Escalation at 2.5% per year starting 7/1/22,,,,,,,0210-1000,000*IPCRP1*S*975805897,S,IPCRP1,000*IPCRP1*S*975805897,000:15-Escalation at 2.5% per year starting 7/1/22,"400,032.00",0.00,"400,032.00","400,032.00",100.00,"20,001.63","20,001.63"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,001:001-CO-001 Boat with Operator,,,,,,,0210-1000,001*IPCRP1*S*1048128177,S,IPCRP1,001*IPCRP1*S*1048128177,001:001-CO-001 Boat with Operator,0.00,"1,540.00","1,540.00","1,540.00",100.00,77.00,77.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,002:CO-002-1-CO-002-1 1 Man (Mohammad) crew - Straight Time (8hr day),,,,,,,0210-1000,002*IPCRP1*S*1155293633,S,IPCRP1,002*IPCRP1*S*1155293633,002:CO-002-1-CO-002-1 1 Man (Mohammad) crew - Straight Time (8hr day),0.00,"294,000.00","294,000.00","294,000.00",100.00,"14,700.00","14,700.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,002:CO-002-2-CO-002-2 1 Man (Mohammad) crew  Weekday OT & Saturday,,,,,,,0210-1000,002*IPCRP1*S*1155293634,S,IPCRP1,002*IPCRP1*S*1155293634,002:CO-002-2-CO-002-2 1 Man (Mohammad) crew  Weekday OT & Saturday,0.00,"25,725.00","25,725.00","25,725.00",100.00,"1,286.25","1,286.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"002:CO-002-3-CO-002-3 1 Man (Mohammad) crew  Saturday OT, Sunday, Holiday",,,,,,,0210-1000,002*IPCRP1*S*1155293635,S,IPCRP1,002*IPCRP1*S*1155293635,"002:CO-002-3-CO-002-3 1 Man (Mohammad) crew  Saturday OT, Sunday, Holiday",0.00,"33,075.00","33,075.00","32,413.50",98.00,"1,620.66","2,282.16"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,002:CO-002-4-CO-002-4 1 Man crew  Straight Time (8hr day),,,,,,,0210-1000,002*IPCRP1*S*1155293636,S,IPCRP1,002*IPCRP1*S*1155293636,002:CO-002-4-CO-002-4 1 Man crew  Straight Time (8hr day),0.00,"-365,200.00","-365,200.00","-365,200.00",100.00,"-18,260.00","-18,260.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,003:CO-003-1-Prisms,,,,,,,0210-1000,003*IPCRP1*S*1300815095,S,IPCRP1,003*IPCRP1*S*1300815095,003:CO-003-1-Prisms,0.00,"6,000.00","6,000.00","3,200.00",53.33,160.00,"2,960.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,003:CO-003-2-Office-Licensed Professional/Project Manager,,,,,,,0210-1000,003*IPCRP1*S*1300815096,S,IPCRP1,003*IPCRP1*S*1300815096,003:CO-003-2-Office-Licensed Professional/Project Manager,0.00,"-6,105.00","-6,105.00","-6,105.00",100.00,-305.25,-305.25
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,004:CO-004-01-1-MAN CREW - ST (8 hr day),,,,,,,0210-1000,004*IPCRP1*S*1301595526,S,IPCRP1,004*IPCRP1*S*1301595526,004:CO-004-01-1-MAN CREW - ST (8 hr day),0.00,"-24,900.00","-24,900.00",0.00,0.00,0.00,"-24,900.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,004:CO-004-02-1- MAN CREW - WEEKDAY OT & SATURDAY,,,,,,,0210-1000,004*IPCRP1*S*1301595527,S,IPCRP1,004*IPCRP1*S*1301595527,004:CO-004-02-1- MAN CREW - WEEKDAY OT & SATURDAY,0.00,"25,725.00","25,725.00","25,725.00",100.00,"1,286.25","1,286.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,005:CO-005-1-1 Man Crew - ST (8hr) -Extn,,,,,,,0210-1000,005*IPCRP1*S*1301847481,S,IPCRP1,005*IPCRP1*S*1301847481,005:CO-005-1-1 Man Crew - ST (8hr) -Extn,0.00,"220,500.00","220,500.00","220,500.00",100.00,"11,025.00","11,025.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,005:CO-005-2-Office-Survey Analyst,,,,,,,0210-1000,005*IPCRP1*S*1301847482,S,IPCRP1,005*IPCRP1*S*1301847482,005:CO-005-2-Office-Survey Analyst,0.00,"-143,000.00","-143,000.00",0.00,0.00,0.00,"-143,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,006:CO-006-1-1 Man Crew-Weekday OT and Saturday (reduce hours),,,,,,,0210-1000,006*IPCRP1*S*1302017060,S,IPCRP1,006*IPCRP1*S*1302017060,006:CO-006-1-1 Man Crew-Weekday OT and Saturday (reduce hours),0.00,"-26,145.00","-26,145.00",0.00,0.00,0.00,"-26,145.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"006:CO-006-2-1 Man Crew-Saturday OT, Sunday, Holiday (reduce hours)",,,,,,,0210-1000,006*IPCRP1*S*1302017061,S,IPCRP1,006*IPCRP1*S*1302017061,"006:CO-006-2-1 Man Crew-Saturday OT, Sunday, Holiday (reduce hours)",0.00,"-34,200.00","-34,200.00",0.00,0.00,0.00,"-34,200.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,006:CO-006-3-1 Man Crew - ST (8hr) - Weekday OT & Sat (Extn),,,,,,,0210-1000,006*IPCRP1*S*1302017062,S,IPCRP1,006*IPCRP1*S*1302017062,006:CO-006-3-1 Man Crew - ST (8hr) - Weekday OT & Sat (Extn),0.00,"51,450.00","51,450.00","51,450.00",100.00,"2,572.50","2,572.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,007:CO-007-1-1 Man Crew-Straight Time ( 8 hr Day),,,,,,,0210-1000,007*IPCRP1*S*1302471340,S,IPCRP1,007*IPCRP1*S*1302471340,007:CO-007-1-1 Man Crew-Straight Time ( 8 hr Day),0.00,"-166,000.00","-166,000.00",0.00,0.00,0.00,"-166,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,007:CO-007-2-1 Man Crew - ST (8hr) -Extn,,,,,,,0210-1000,007*IPCRP1*S*1302471341,S,IPCRP1,007*IPCRP1*S*1302471341,007:CO-007-2-1 Man Crew - ST (8hr) -Extn,0.00,"147,000.00","147,000.00","147,000.00",100.00,"7,350.00","7,350.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,007:CO-007-3-1 Man Crew - ST (8hr) - Weekday OT & Sat,,,,,,,0210-1000,007*IPCRP1*S*1302471342,S,IPCRP1,007*IPCRP1*S*1302471342,007:CO-007-3-1 Man Crew - ST (8hr) - Weekday OT & Sat,0.00,"19,036.50","19,036.50","19,036.50",100.00,951.83,951.83
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,008:CO-008-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),,,,,,,0210-1000,008*IPCRP1*S*1302566340,S,IPCRP1,008*IPCRP1*S*1302566340,008:CO-008-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),0.00,"102,900.00","102,900.00","102,900.00",100.00,"5,145.01","5,145.01"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,009:CO-009-1-2 Man Crew-Weekday OT and Saturday,,,,,,,0210-1000,009*IPCRP1*S*1302850091,S,IPCRP1,009*IPCRP1*S*1302850091,009:CO-009-1-2 Man Crew-Weekday OT and Saturday,0.00,"86,000.00","86,000.00","85,785.00",99.75,"4,289.25","4,504.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,010:CO-010-1-1 Man Crew - ST (8hr) -Extn,,,,,,,0210-1000,010*IPCRP1*S*1302935468,S,IPCRP1,010*IPCRP1*S*1302935468,010:CO-010-1-1 Man Crew - ST (8hr) -Extn,0.00,"294,000.00","294,000.00","294,000.00",100.00,"14,700.00","14,700.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,010:CO-010-2-3 Man Crew-Weekday OT and Saturday,,,,,,,0210-1000,010*IPCRP1*S*1302935469,S,IPCRP1,010*IPCRP1*S*1302935469,010:CO-010-2-3 Man Crew-Weekday OT and Saturday,0.00,"-32,500.00","-32,500.00","-32,500.00",100.00,"-1,625.00","-1,625.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,"010:CO-010-3-3 Man Crew-Saturday OT, Sunday, Holiday",,,,,,,0210-1000,010*IPCRP1*S*1302935470,S,IPCRP1,010*IPCRP1*S*1302935470,"010:CO-010-3-3 Man Crew-Saturday OT, Sunday, Holiday",0.00,"-41,900.00","-41,900.00","-41,900.00",100.00,"-2,095.00","-2,095.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,011:CO-011-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),,,,,,,0210-1000,011*IPCRP1*S*1303428644,S,IPCRP1,011*IPCRP1*S*1303428644,011:CO-011-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),0.00,"128,625.00","128,625.00","128,625.00",100.00,"6,431.24","6,431.24"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,012:CO-012-1-2-Man Crew-Straight Time (8 hr Day) Extn,,,,,,,0210-1000,012*IPCRP1*S*1303652709,S,IPCRP1,012*IPCRP1*S*1303652709,012:CO-012-1-2-Man Crew-Straight Time (8 hr Day) Extn,0.00,"2,460,000.00","2,460,000.00","1,185,670.80",48.20,"59,283.54","1,333,612.74"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,012:CO-012-2-2 Man Crew-Weekday OT and Saturday Extn,,,,,,,0210-1000,012*IPCRP1*S*1303652710,S,IPCRP1,012*IPCRP1*S*1303652710,012:CO-012-2-2 Man Crew-Weekday OT and Saturday Extn,0.00,"86,000.00","86,000.00","35,905.00",41.75,"1,795.25","51,890.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,012:CO-012-3-1 Man Crew - ST (8hr) -Extn,,,,,,,0210-1000,012*IPCRP1*S*1303652711,S,IPCRP1,012*IPCRP1*S*1303652711,012:CO-012-3-1 Man Crew - ST (8hr) -Extn,0.00,"294,000.00","294,000.00","294,000.00",100.00,"14,700.00","14,700.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,013:CO-013-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),,,,,,,0210-1000,013*IPCRP1*S*1304265531,S,IPCRP1,013*IPCRP1*S*1304265531,013:CO-013-1-1 Man Crew - ST (8hr) - Weekday OT & Sat (Ext),0.00,"128,625.00","128,625.00","57,366.75",44.60,"2,868.34","74,126.59"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,014:CO-014-1-1 Man Crew - ST (8hr) Extn,,,,,,,0210-1000,014*IPCRP1*S*1304921816,S,IPCRP1,014*IPCRP1*S*1304921816,014:CO-014-1-1 Man Crew - ST (8hr) Extn,0.00,"294,000.00","294,000.00","46,305.00",15.75,"2,315.25","250,010.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,50 States Engineering Corp,50ST01,IPCRP1-05,Survey,,015:CO-015-1-Escalation Extension,,,,,,,0210-1000,015*IPCRP1*S*1304922777,S,IPCRP1,015*IPCRP1*S*1304922777,015:CO-015-1-Escalation Extension,0.00,"200,000.00","200,000.00","25,432.15",12.72,"1,271.61","175,839.46"
